CASEID,adp_010,cip_10,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65,eduf10,eduf5,edum10,edum5,edupr10,edupr5,eor_01a,eor_01b,eor_01c,eor_02,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25,totvic
 2240,6,2,994,994,994,5,2,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,10,5,6,6,6,6,3,2,2,2,1,2,2,1,5,5, 6,1,0
 2241,3,2,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 8,4,96,6,6,6,6,6,2,2,2,1,1,1,1,1,5,4, 3,1,0
 2242,6,2,813,994,813,5,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 1,1,6,6,6,6,2,1,2,2,1,1,1,1,5,3, 3,1,1
 2243,6,3,994,994,994,4,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,3,1,3,1,1,3,2,3,5,4, 4,3,0
 2244,3,1,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 6,4,0
 2245,2,2,711,609,609,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,3,2,1,2,2,2,2,2,5,4, 4,3,3
 2246,6,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5, 8,4,6,6,6,6,2,2,1,1,1,7,1,1,5,4, 6,2,0
 2247,2,2,994,994,994,1,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1,96,6,1,2,2,1,2,2,1,1,1,1,1,1,5,5, 4,3,0
 2248,2,2,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,3,2,1,7,1,1,1,1,5,3, 6,1,0
 2249,2,2,813,994,813,1,2,"12",1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,10,5, 9,5,96,6,1,2,2,1,1,2,2,2,3,2,3,2,4,3, 3,2,1
 2250,6,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,2,2,2,1,1,2,1,1,4,4, 6,4,0
 2251,6,1,994,994,994,6,2,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,1,0
 2252,6,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5, 1,1,6,6,6,6,2,2,7,7,7,7,7,7,5,4, 4,3,0
 2253,6,2,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2, 1,1,6,6,6,6,2,2,7,7,7,1,1,7,5,7, 6,1,0
 2254,6,2,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 6,3, 2,1,6,6,6,6,2,2,1,7,1,2,1,1,5,4, 6,3,0
 2255,6,2,994,994,994,4,2,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,3,2,1,1,1,1,1,1,5,3, 5,3,0
 2256,2,2,994,994,994,1,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 5,3,96,6,6,6,6,6,2,2,2,7,1,1,1,2,4,2, 3,2,0
 2257,2,1,994,994,994,3,1,"59",5,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,98,8,98,8,96,6,6,6,6,6,3,1,1,1,1,1,1,1,5,3, 5,1,0
 2258,2,2,994,994,994,2,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1, 2,1,6,6,6,6,2,1,2,1,1,1,2,2,5,3, 4,3,0
 2259,6,1,994,994,994,5,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,2,2,2,1,1,1,1,1,5,3, 5,2,0
 2260,6,2,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 7,3, 1,1,6,6,6,6,2,2,1,1,7,7,7,2,5,3, 6,3,0
 2261,6,2,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 6,3,6,6,6,6,4,2,1,1,1,7,1,1,5,3, 6,1,0
 2262,2,1,994,994,994,6,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 6,1,0
 2263,6,1,994,994,994,7,1,"35",3,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,2,97,7,10,5, 9,5,6,6,6,6,3,2,2,1,2,7,1,2,5,4, 6,3,0
 2264,6,1,994,994,994,7,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,1,2,1,1,1,1,1,7,5,7,97,7,0
 2265,6,1,508,994,508,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 9,5, 4,2,6,6,6,6,3,2,1,1,1,2,1,1,5,3, 4,1,1
 2266,2,2,406,994,406,3,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 3,2,96,6,6,6,6,6,4,1,7,2,2,3,7,2,5,4, 5,2,3
 2267,2,2,994,994,994,2,2,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 7,3,6,6,6,6,2,2,2,2,2,2,2,2,4,3, 4,1,0
 2268,3,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,1,2,2,1,1,2,1,1,1,1,1,1,5,4, 4,2,0
 2269,2,4,813,304,304,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 7,3,96,6,6,6,6,6,4,2,3,2,3,1,1,3,5,1, 5,1,3
 2270,6,1,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,97,7, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,1,0
 2271,6,2,994,994,994,6,2,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,3,2,2,3,2,3,2,2,5,3, 6,2,0
 2272,2,1,994,609,609,1,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 5,3,96,6,1,2,2,1,1,2,1,1,1,2,1,1,5,4, 3,1,1
 2273,3,1,994,994,994,5,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1,96,6,6,6,6,6,7,2,1,1,1,1,1,7,5,4, 6,2,0
 2274,2,1,994,994,994,6,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 6,2,0
 2275,6,1,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 2,1,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 5,4,0
 2276,3,2,994,994,994,2,1,"24",2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,10,5,97,7, 8,4,6,6,6,6,3,2,1,2,1,1,1,1,5,3, 3,1,0
 2277,2,2,994,994,994,5,2,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,1,1,1,1,2,2,1,5,3, 5,2,0
 2278,6,2,994,994,994,3,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,2,2,2,2,3,2,2,5,5, 4,2,0
 2279,2,2,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 7,3,96,6,6,6,6,6,3,2,2,7,1,2,7,2,5,4, 6,2,0
 2280,6,1,994,994,994,5,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,1,1,1,1,1,1,1,5,5, 4,2,0
 2281,6,2,994,994,994,4,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 8,4,6,6,6,6,3,2,1,2,1,2,2,1,5,3, 4,1,0
 2282,2,2,994,994,994,1,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,2,2,1,1,2,2,1,1,1,1,1,1,5,3, 3,1,0
 2283,6,1,994,994,994,6,1,"35",3,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 9,5, 9,5, 8,4,6,6,6,6,2,2,1,1,1,1,1,2,5,3, 6,4,0
 2284,6,1,994,994,994,6,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,10,5,6,6,6,6,7,7,1,1,1,1,1,7,5,5, 6,1,0
 2285,2,3,508,203,203,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2,96,6,6,6,6,6,3,2,2,2,2,3,3,1,5,5, 5,1,3
 2286,2,1,994,994,994,6,2,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,7,2,7,7,1,7,7,1,5,5, 6,3,0
 2287,2,1,994,994,994,1,2,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4,96,6,2,1,2,1,2,2,1,1,1,1,1,1,5,3, 4,2,0
 2288,6,2,995,995,995,5,2,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,2,1,2,1,1,1,1,1,5,3, 6,2,1
 2289,6,3,994,994,994,3,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 2,1, 9,5,6,6,6,6,2,1,1,1,2,1,1,2,5,4, 4,3,0
 2290,6,3,994,994,994,7,2,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3,10,5, 3,2,6,6,6,6,4,2,2,7,2,7,2,7,5,7, 6,1,0
 2291,6,2,994,994,994,2,3,"11",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 2,2,0
 2292,2,1,994,994,994,4,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 3,2,96,6,6,6,6,6,2,2,2,1,1,1,1,1,5,5, 5,4,0
 2293,2,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,97,7,6,6,6,6,4,2,1,1,1,1,7,1,5,3, 1,1,0
 2294,2,1,994,609,609,3,1,"35",3,1,2,7,2,2,2,2,2,2,2,2,2,7,6,6,6,6,6,6,6, 9,5, 4,2,96,6,6,6,6,6,2,2,2,2,1,1,2,7,5,3, 4,1,1
 2295,3,4,994,994,994,2,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,2,1,1,2,1,3,2,2,2,1,1,5,1, 2,1,0
 2296,6,2,994,994,994,3,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2, 8,4,6,6,6,6,1,1,1,1,1,1,1,1,5,3, 4,1,0
 2297,6,1,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,1,1,1,1,2,1,1,5,4, 6,3,0
 2298,2,2,994,994,994,3,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2,96,6,6,6,6,6,2,1,2,1,1,2,2,2,5,3, 6,1,0
 2299,6,2,994,994,994,4,2,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 8,4,6,6,6,6,3,2,1,2,1,1,1,1,5,5, 5,4,0
 2300,2,2,994,994,994,1,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,98,8,98,8,96,6,2,2,1,1,2,2,1,1,1,8,1,1,5,5, 3,2,0
 2301,6,1,994,994,994,3,2,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 8,4,6,6,6,6,3,2,1,1,1,2,1,1,5,3, 3,2,0
 2302,2,1,994,994,994,2,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 4,2, 4,2,6,6,6,6,2,2,2,2,2,3,2,2,5,3, 5,2,0
 2303,1,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2,96,6,6,6,6,6,2,2,2,2,1,1,2,1,5,3, 4,2,0
 2304,6,1,994,994,994,7,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 6,3,0
 2305,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5, 3,2,6,6,6,6,2,2,2,2,2,1,2,2,5,5, 6,3,0
 2306,2,2,994,304,304,1,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4,96,6,1,2,2,1,1,2,1,1,2,2,1,1,5,4, 2,1,1
 2307,6,2,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5, 4,2,6,6,6,6,3,1,2,2,1,2,2,2,5,5, 4,3,0
 2308,2,1,994,994,994,4,1,"35",3,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,97,7, 3,2, 8,4,6,6,6,6,2,2,2,2,2,1,1,1,5,4, 2,2,0
 2309,6,1,994,994,994,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,3,2,1,1,2,2,7,1,5,5, 4,2,0
 2310,2,2,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,2,2, 2,1,0
 2311,6,2,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,2,2,2,1,3,1,2,2,5,3, 6,3,0
 2312,2,2,994,994,994,5,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,3,1,5,5, 5,3,0
 2313,6,1,994,994,994,2,1,"35",3,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 2,1, 2,1, 2,1,6,6,6,6,1,2,1,7,1,1,7,1,5,3, 6,2,0
 2314,6,1,994,994,994,2,2,"59",5,2,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,98,8,98,8,98,8,6,6,6,6,3,2,2,1,1,1,1,1,5,5, 5,1,0
 2315,6,1,994,994,994,2,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 4,2, 2,1,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 5,2,0
 2316,6,1,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 3,2,6,6,6,6,1,1,1,1,1,1,1,1,5,5, 5,2,0
 2317,6,1,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5, 2,1,6,6,6,6,7,2,2,1,1,3,3,2,1,5, 6,1,0
 2318,6,1,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 4,2,2,1,2,2,2,2,2,2,2,1,1,7,7,7, 5,1,0
 2319,6,2,994,994,994,4,2,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 6,3, 1,1,6,6,6,6,2,2,1,1,2,1,1,2,5,3, 4,1,0
 2320,6,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1,10,5, 8,4,6,6,6,6,3,1,1,1,1,7,1,1,5,4, 5,1,0
 2321,3,1,994,994,994,7,2,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5,96,6,6,6,6,6,3,2,1,7,1,7,1,1,5,5, 6,4,0
 2322,3,2,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 6,1,0
 2323,2,1,994,994,994,4,2,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,7,2,1,7,1,1,1,7,5,5, 5,1,0
 2324,6,3,994,994,994,2,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 1,1, 2,1,6,6,6,6,2,2,2,3,2,2,2,3,5,3, 4,4,0
 2325,1,1,711,304,304,3,1,"35",3,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2, 8,4, 8,4,96,6,6,6,6,6,1,1,1,2,1,1,1,2,5,3, 4,2,3
 2326,2,2,994,994,994,2,1,"35",3,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2, 8,4, 8,4,96,6,2,1,2,1,2,2,1,1,2,1,1,2,5,3, 3,1,0
 2327,2,3,994,994,994,3,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,97,7,96,6,6,6,6,6,3,1,2,2,2,7,2,3,5,4, 4,2,0
 2328,2,2,994,202,202,2,1,"59",5,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2, 1,1, 1,1,96,6,6,6,6,6,2,2,2,7,2,1,2,2,5,3, 5,3,1
 2329,6,2,405,101,101,5,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 7,3, 8,4,6,6,6,6,4,2,2,1,1,2,1,2,5,2, 4,2,3
 2330,2,2,994,994,994,2,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 3,2,96,6,6,6,6,6,2,2,2,2,1,2,2,1,5,3, 4,2,0
 2331,6,2,994,994,994,6,2,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 8,4,6,6,6,6,2,2,2,7,2,7,2,1,5,5, 5,7,0
 2332,6,1,994,994,994,6,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,3,1,1,1,1,1,1,1,4,3, 6,4,0
 2333,2,2,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,1,1,7,2,1,1,1,4,3, 3,2,0
 2334,6,1,994,994,994,3,3,"11",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 4,4,0
 2335,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,1,0
 2336,2,2,994,304,304,2,1,"12",1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2, 1,1, 2,1, 2,1,6,6,6,6,3,2,2,1,1,1,2,2,5,3, 4,2,1
 2337,6,1,994,609,609,4,1,"48",4,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1, 8,4, 8,4, 3,2,6,6,6,6,3,2,1,1,1,1,1,1,5,4, 5,4,1
 2338,6,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 2,1,6,6,6,6,2,2,1,7,1,1,1,1,5,4, 5,1,0
 2339,2,2,405,994,405,1,2,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3,97,7,96,6,2,2,1,3,2,2,2,2,3,2,2,3,5,1, 3,1,1
 2340,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 5,3,6,6,6,6,2,2,1,7,1,1,1,7,5,5, 6,3,0
 2341,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,2,2,1,2,1,2,1,1,5,4, 5,3,0
 2342,6,1,994,994,994,7,2,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5, 8,4,6,6,6,6,7,2,1,1,1,1,1,1,4,4, 6,2,0
 2343,3,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,2,2,2,2,2,1,5,2, 6,1,0
 2344,6,1,994,994,994,4,2,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,98,8,98,8, 3,2,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 5,2,0
 2345,2,1,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 3,1,0
 2346,6,2,994,994,994,3,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 1,1,6,6,6,6,2,2,2,2,2,2,2,7,5,4, 5,2,0
 2347,6,3,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,4,2,1,1,1,1,1,1,5,5, 5,5,0
 2348,2,1,711,994,711,6,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 9,5,96,6,6,6,6,6,2,2,2,2,1,2,2,2,5,5, 6,3,1
 2349,2,2,994,994,994,1,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2,96,6,2,2,1,1,2,2,2,2,2,2,2,2,5,5, 5,2,0
 2350,2,1,994,994,994,1,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2,96,6,1,2,2,1,2,2,1,1,1,1,1,1,5,4, 5,2,0
 2351,2,2,994,994,994,5,1,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,1,1,1,1,1,1,1,5,4, 5,5,0
 2352,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,1,1,1,1,1,1,1,1,5,1, 6,1,0
 2353,6,1,994,994,994,7,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2,97,7, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,4,0
 2354,6,3,994,994,994,6,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,7,2,2,3,3,3,2,1,5,4, 4,2,0
 2355,2,1,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 6,3,10,5,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 5,3,0
 2356,6,2,994,994,994,3,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1, 8,4,6,6,6,6,3,2,1,1,1,1,1,7,5,3, 4,2,0
 2357,6,2,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,3,1,1,1,1,2,2,2,2,4, 6,2,0
 2358,2,2,994,994,994,3,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,1,7,1,1,5,4, 5,1,0
 2359,2,1,994,994,994,6,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,1,1,7,1,2,1,1,5,5, 6,3,0
 2360,3,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,4, 6,2,0
 2361,2,1,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 1,1,96,6,2,2,1,2,1,1,1,1,1,1,1,1,5,4, 4,1,0
 2362,2,2,994,609,609,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1,96,6,1,2,2,1,2,2,1,1,2,1,1,2,5,4, 4,3,1
