CASEID,adp_010,cip_10,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65,eduf10,eduf5,edum10,edum5,edupr10,edupr5,eor_01a,eor_01b,eor_01c,eor_02,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25,totvic
 2363,3,1,994,609,609,1,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2,96,6,1,2,2,1,2,2,2,2,1,2,1,1,5,3, 3,1,1
 2364,6,2,994,994,994,3,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,10,5,6,6,6,6,2,2,1,1,2,1,1,1,5,5, 5,1,0
 2365,1,2,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,2,1,1,1,2,1,2,2,5,4, 4,2,0
 2366,2,2,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 6,3,96,6,6,6,6,6,2,1,2,2,2,1,1,2,5,2, 2,2,0
 2367,6,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,10,5,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,2,0
 2368,6,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 9,5, 2,1,6,6,6,6,2,2,2,2,1,1,1,1,5,2, 4,1,0
 2369,2,1,994,994,994,6,1,"46",4,2,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,98,8,98,8,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 4,1,0
 2370,6,1,994,994,994,7,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 4,2, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,4,0
 2371,6,1,994,994,994,6,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 4,2,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,5,0
 2372,6,3,994,994,994,3,1,"35",3,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,10,5, 8,4, 1,1,6,6,6,6,2,2,3,3,3,2,3,7,5,4, 4,2,0
 2373,2,2,994,994,994,2,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 8,4,6,6,6,6,1,2,2,2,1,1,1,1,5,5, 4,1,0
 2374,3,2,994,994,994,5,1,"12",1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1, 9,5, 9,5,96,6,6,6,6,6,3,1,2,1,1,7,3,7,5,3, 6,1,0
 2375,2,1,994,994,994,1,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 5,3,96,6,2,1,2,2,1,2,1,7,1,7,2,2,5,4, 4,3,0
 2376,6,2,994,994,994,5,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 1,1,6,6,6,6,7,2,2,2,1,1,2,2,5,3, 6,3,0
 2377,3,3,995,995,995,6,2,"35",3,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,3,1, 3,2,10,5,96,6,6,6,6,6,3,1,3,3,2,3,3,3,5,3, 6,3,3
 2378,2,1,994,994,994,1,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 2,1,96,6,2,1,2,1,2,2,2,2,2,2,2,2,5,4, 5,3,0
 2379,2,1,994,994,994,6,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 2,1,96,6,6,6,6,6,2,1,2,2,1,1,1,2,4,4, 3,3,0
 2380,3,1,994,994,994,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,2,1,2,1,2,2,1,1,1,1,1,1,5,4, 4,3,0
 2381,6,2,994,994,994,4,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 3,1,0
 2382,3,2,994,994,994,5,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,2,1,1,2,1,4,4, 3,2,0
 2383,6,1,994,994,994,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,2,2,1,1,1,2,1,1,5,4, 6,1,0
 2384,2,1,994,994,994,5,1,"35",3,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,3,2, 4,2, 8,4,96,6,6,6,6,6,2,1,1,1,1,1,1,1,5,4, 6,3,0
 2385,6,2,994,609,609,6,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 1,1,6,6,6,6,1,2,2,1,2,2,7,2,5,5, 6,4,1
 2386,6,2,994,994,994,7,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 2,1,6,6,6,6,7,2,2,2,7,1,2,7,5,5, 6,7,0
 2387,6,2,994,994,994,4,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1,10,5, 7,3,6,6,6,6,2,2,2,2,1,1,2,1,5,3, 3,2,0
 2388,6,2,711,994,711,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 3,2,6,6,6,6,2,2,2,1,1,1,2,2,5,3, 5,1,1
 2389,6,2,994,994,994,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 3,2,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 3,1,0
 2390,6,2,994,994,994,4,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1, 2,1,6,6,6,6,2,2,1,1,7,1,1,1,5,3, 6,1,0
 2391,2,2,994,994,994,4,2,"12",1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,1,10,5,10,5,96,6,6,6,6,6,2,1,1,2,1,2,1,1,5,3, 6,2,0
 2392,2,1,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 1,1,6,6,6,6,3,2,1,1,1,1,1,1,5,3, 3,2,0
 2393,3,1,994,994,994,7,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,7,2,1,1,7,5,4, 6,3,0
 2394,6,3,995,995,995,5,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 1,1,6,6,6,6,1,2,1,1,7,3,1,3,5,3, 2,7,3
 2395,3,2,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1,96,6,6,6,6,6,1,1,7,1,1,7,1,7,5,3, 4,3,0
 2396,6,1,994,994,994,6,1,"12",1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1, 9,5, 9,5, 8,4,6,6,6,6,3,1,1,1,3,2,2,3,5,5, 6,2,0
 2397,2,2,994,994,994,2,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1, 2,1,6,6,6,6,7,2,7,7,7,2,2,1,5,3, 3,2,0
 2398,6,1,405,994,405,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 7,3,6,6,6,6,2,1,1,1,1,1,1,1,4,4, 6,4,1
 2399,6,1,994,994,994,4,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 8,4, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,2,0
 2400,6,2,994,610,610,6,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,1,2,2,1,2,1,1,5,4, 6,3,1
 2401,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,4,0
 2402,2,2,711,994,711,5,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,1,1,1,1,3,4, 4,2,1
 2403,6,2,994,994,994,5,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 9,5,6,6,6,6,2,1,2,2,1,1,1,1,5,5, 5,3,0
 2404,6,1,994,994,994,4,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 5,3,6,6,6,6,2,1,1,7,1,1,1,7,5,3, 5,2,0
 2405,3,1,994,994,994,7,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 6,7,0
 2406,6,1,994,994,994,7,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5, 5,3,6,6,6,6,1,2,1,1,1,2,7,2,5,3,97,3,0
 2407,6,2,994,994,994,6,1,"24",2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,2, 8,4, 8,4,97,7,6,6,6,6,3,1,2,2,2,2,2,2,5,4, 3,2,0
 2408,3,2,813,994,813,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,2,7,7,2,2,2,5,5, 6,1,1
 2409,6,3,994,994,994,5,1,"48",4,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,97,7,97,7, 4,2,2,2,1,2,3,2,3,3,2,2,3,2,4,3, 3,1,0
 2410,2,1,994,994,994,5,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,1,0
 2411,2,1,994,304,304,2,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 3,2, 3,2,2,2,1,1,2,1,1,1,1,2,2,1,5,2, 3,1,3
 2412,6,2,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 6,3, 1,1,6,6,6,6,2,2,1,7,1,1,1,1,5,4, 4,4,0
 2413,6,1,994,994,994,3,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 4,2, 1,1,6,6,6,6,2,2,1,2,1,1,1,1,5,4, 4,2,0
 2414,6,2,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2, 2,1,6,6,6,6,2,2,1,1,1,1,1,7,5,4, 3,3,0
 2415,2,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,1,1,1,1,1,1,1,5,5, 6,1,0
 2416,3,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 4,2,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,3,0
 2417,2,1,994,994,994,5,2,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 5,3, 1,1, 3,2,6,6,6,6,1,2,1,1,1,7,1,1,5,5, 6,3,0
 2418,2,2,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 2,1,96,6,6,6,6,6,2,2,1,1,2,2,1,2,5,4, 4,1,0
 2419,2,1,994,994,994,7,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,3, 6,2,0
 2420,6,2,994,994,994,5,2,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 9,5, 9,5,6,6,6,6,2,1,2,2,2,2,2,2,5,5, 4,4,0
 2421,6,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2, 4,2,6,6,6,6,2,2,1,1,1,1,1,2,5,3, 4,1,0
 2422,3,2,711,994,711,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 1,1,96,6,1,2,2,1,2,2,1,1,1,1,1,1,5,4, 3,1,1
 2423,6,2,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 6,3, 2,1,6,6,6,6,2,1,2,1,1,1,1,1,5,5, 6,4,0
 2424,6,2,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,3,2,2,1,2,2,1,2,5,4, 6,3,0
 2425,6,1,994,994,994,2,2,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 3,2,6,6,6,6,2,1,1,1,1,1,1,1,5,3, 1,1,0
 2426,6,1,994,994,994,4,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5, 8,4,6,6,6,6,1,1,1,1,1,1,1,1,5,5, 5,3,0
 2427,2,2,994,994,994,2,3,"11",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 2,1, 3,2,6,6,6,6,2,2,2,2,2,2,3,2,5,2, 4,3,0
 2428,6,1,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 6,3,97,7, 6,3,6,6,6,6,2,1,1,1,1,1,1,1,5,3, 4,1,0
 2429,2,3,711,994,711,5,1,"35",3,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2, 8,4, 1,1,96,6,6,6,6,6,4,2,2,2,2,2,7,3,5,5, 3,3,1
 2430,2,2,994,994,994,2,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 2,1,96,6,6,6,6,6,2,2,1,1,1,2,2,1,5,3, 4,2,0
 2431,2,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,1,1,1,7,5,5, 6,5,0
 2432,6,2,994,994,994,6,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,3,0
 2433,2,2,995,995,995,3,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 1,1,6,6,6,6,3,2,2,2,2,1,2,2,5,3, 4,2,2
 2434,3,2,994,994,994,3,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,4,2,2,1,2,3,7,7,4,1, 6,1,0
 2435,2,3,994,994,994,3,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2,96,6,6,6,6,6,4,2,2,7,2,2,2,2,5,5, 5,2,0
 2436,2,1,994,994,994,5,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,6,6,6,6,3,1,1,2,1,2,2,2,5,4, 6,3,0
 2437,6,2,813,994,813,3,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 1,1,2,1,2,2,2,1,2,2,1,2,2,2,5,4, 4,3,1
 2438,2,2,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2,96,6,6,6,6,6,3,2,2,2,2,2,1,2,5,4, 4,7,0
 2439,2,2,994,994,994,4,1,"12",1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1, 4,2, 4,2,96,6,6,6,6,6,2,1,2,2,2,2,2,7,5,4, 4,3,0
 2440,6,2,994,994,994,6,1,"35",3,1,1,2,2,2,2,1,2,2,2,2,2,1,7,2,2,2,2,2,7,10,5,10,5, 8,4,6,6,6,6,2,2,2,7,2,2,2,2,5,4, 6,2,0
 2441,6,2,994,994,994,7,1,"24",2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,10,5,10,5, 6,3,6,6,6,6,3,2,1,1,2,2,1,1,5,3, 6,1,0
 2442,6,2,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5, 6,3,6,6,6,6,3,2,1,7,7,1,1,7,5,4, 4,3,0
 2443,6,2,994,994,994,4,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 3,2, 2,1,6,6,6,6,2,1,1,1,1,1,1,1,5,4, 4,2,0
 2444,2,1,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 2,1,96,6,2,1,2,1,2,1,1,1,1,2,1,1,5,3, 3,2,0
 2445,2,1,994,994,994,6,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4,96,6,6,6,6,6,4,2,1,2,1,1,1,1,5,5,97,5,0
 2446,2,1,994,994,994,1,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4,96,6,2,1,2,1,1,2,1,1,1,1,1,1,5,5, 5,3,0
 2447,1,2,994,994,994,2,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 4,2,96,6,6,6,6,6,2,2,1,1,1,1,1,7,5,3, 4,1,0
 2448,2,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5,10,5,96,6,6,6,6,6,2,1,1,1,1,1,1,1,4,2, 3,2,0
 2449,2,2,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2,96,6,6,6,6,6,2,2,2,2,1,1,1,2,5,3, 4,1,0
 2450,6,1,994,994,994,4,1,"10",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 2,1, 2,1,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 3,2,0
 2451,6,1,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 4,2,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 4,1,0
 2452,2,1,994,994,994,4,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2,10,5, 2,1,6,6,6,6,2,2,1,1,1,1,1,1,5,3, 6,1,0
 2453,6,2,994,994,994,6,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,4,2,2,2,2,2,2,2,5,4, 6,3,0
 2454,3,2,994,994,994,7,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,2,1,1,5,5, 6,1,0
 2455,6,2,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,3,2,1,7,7,1,1,7,5,5, 6,3,0
 2456,2,2,994,609,609,1,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 6,3,96,6,2,2,1,1,1,2,1,1,2,2,1,1,5,3, 3,1,1
 2457,3,2,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5,96,6,6,6,6,6,3,2,3,3,3,3,2,2,5,5, 6,1,0
 2458,2,1,994,994,994,6,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 7,3,96,6,6,6,6,6,3,2,2,1,1,2,2,2,5,5, 6,4,0
 2459,6,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 1,1, 1,1,6,6,6,6,3,1,1,1,1,1,1,1,5,5, 6,3,0
 2460,6,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 3,1,0
 2461,2,2,994,994,994,1,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,1,2,2,1,2,2,1,1,1,2,2,1,5,4, 4,3,0
 2462,6,2,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 9,5, 3,2,6,6,6,6,3,1,2,3,1,1,2,1,5,3, 4,1,0
 2463,6,2,994,994,994,5,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,2,2,1,7,1,1,1,1,5,4, 5,2,0
 2464,6,1,994,610,610,3,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 3,2,6,6,6,6,2,2,1,1,1,2,1,1,5,5, 5,3,1
 2465,2,2,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2, 3,2,6,6,6,6,3,1,1,1,2,1,1,1,5,5, 5,2,0
 2466,2,2,994,994,994,2,1,"24",2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2, 2,1, 8,4, 2,1,6,6,6,6,2,2,2,7,2,2,2,2,5,4, 4,2,0
 2467,6,3,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 6,3,6,6,6,6,3,2,3,1,7,7,3,3,5,5, 5,4,0
 2468,2,2,994,994,994,6,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1, 6,1,0
 2469,6,2,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,3,2,1,2,2,1,2,2,4,3, 3,1,0
 2470,2,1,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,3, 3,3,0
 2471,2,3,994,994,994,1,2,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,2,2,3,3,2,3,5,3, 3,2,0
 2472,6,2,994,994,994,3,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 6,3,97,7,6,6,6,6,3,2,2,2,2,2,2,2,5,3, 4,2,0
 2473,2,2,994,994,994,2,1,"35",3,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2, 1,1, 1,1,96,6,6,6,6,6,3,1,2,2,1,2,2,2,5,3, 4,2,0
 2474,6,1,994,994,994,6,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 7,3,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,3,0
 2475,6,2,994,994,994,3,1,"13",1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2, 8,4, 2,1, 2,1,6,6,6,6,3,2,1,1,1,2,2,2,4,3, 4,2,0
 2476,6,1,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,97,7,6,6,6,6,8,2,1,1,7,2,1,1,5,5, 6,2,0
 2477,2,1,994,994,994,4,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,3, 3,2,0
 2478,2,1,405,994,405,3,1,"48",4,2,1,1,2,2,2,2,2,1,2,2,2,2,7,7,2,2,2,2,2, 8,4, 9,5, 2,1,6,6,6,6,2,2,1,1,1,7,1,1,5,5, 5,4,1
 2479,6,1,994,994,994,4,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 4,2, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,3,0
 2480,6,2,994,994,994,5,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5, 2,1,6,6,6,6,2,2,2,2,2,2,2,2,5,4, 3,1,0
 2481,6,2,994,994,994,6,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 7,3,6,6,6,6,2,2,1,7,1,1,1,1,5,4, 6,2,0
 2482,6,2,994,609,609,5,2,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4, 9,5,6,6,6,6,3,1,2,2,1,2,2,2,4,5, 2,1,1
 2483,6,1,994,994,994,5,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,1,7,7,1,1,1,5,5, 4,1,0
 2484,6,2,994,994,994,2,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 8,4, 9,5,6,6,6,6,3,2,3,3,2,3,2,2,5,3, 2,1,0
