CASEID,cip_10,agegr10,luc_rst,prv,region,sex,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25
 9139,1,7,1,"35",3,2,7,2,7,7,7,1,1,1,5,5, 6,7
 9140,2,6,1,"35",3,2,2,1,1,2,2,2,2,2,5,4, 6,2
 9141,2,3,1,"35",3,2,2,2,2,1,1,2,2,2,5,4, 6,3
 9142,2,5,1,"59",5,2,3,1,2,1,3,2,2,2,5,7, 5,2
 9143,1,3,1,"48",4,2,2,2,1,1,1,1,2,2,5,3, 5,3
 9144,2,1,1,"12",1,2,2,2,2,7,2,2,2,2,5,5, 4,1
 9145,2,5,1,"24",2,1,2,1,1,1,2,1,1,1,5,3, 3,2
 9146,1,3,1,"12",1,2,2,2,1,1,1,2,1,1,5,4, 5,3
 9147,1,5,1,"35",3,2,2,2,1,7,7,7,1,1,5,3, 3,2
 9148,1,4,1,"48",4,1,2,2,1,1,2,2,1,1,5,4, 4,3
 9149,2,5,3,"11",1,2,7,2,1,1,1,7,7,7,5,5, 6,1
 9150,2,1,1,"35",3,1,2,2,1,1,1,2,1,1,5,4, 4,3
 9151,1,6,2,"12",1,1,7,2,1,7,1,1,1,7,5,5, 6,5
 9152,2,4,1,"24",2,2,2,2,7,1,2,2,1,2,4,3, 4,2
 9153,1,7,1,"46",4,1,1,2,7,7,7,7,7,7,5,4, 5,2
 9154,2,5,1,"24",2,1,3,2,1,7,1,2,2,7,3,3, 5,2
 9155,1,7,2,"12",1,2,1,2,1,1,1,7,1,1,5,5, 6,7
 9156,1,6,2,"13",1,2,7,2,1,1,1,1,1,1,5,5, 6,4
 9157,2,5,2,"13",1,1,1,2,1,2,1,1,2,2,5,3, 4,3
 9158,2,2,2,"35",3,2,2,2,1,2,1,1,1,1,5,3, 3,2
 9159,2,5,1,"24",2,2,2,2,1,2,1,2,2,2,5,4, 6,3
 9160,2,4,1,"12",1,1,3,2,2,2,1,1,1,2,5,4, 3,2
 9161,1,7,1,"59",5,2,2,2,1,7,7,1,1,1,5,5, 6,3
 9162,2,1,1,"46",4,1,2,2,2,2,2,1,1,2,5,4, 4,2
 9163,2,5,1,"35",3,2,4,2,1,1,1,7,7,7,5,4, 6,3
 9164,2,5,1,"13",1,2,2,2,2,2,2,2,2,2,5,5, 5,3
 9165,2,2,1,"10",1,2,2,2,2,2,2,1,2,2,5,3, 5,1
 9166,1,2,2,"24",2,2,2,2,1,1,2,1,1,1,5,3, 4,2
 9167,2,1,1,"48",4,2,1,2,2,2,2,2,2,2,5,4, 3,3
 9168,1,5,2,"47",4,1,2,1,1,1,1,1,1,1,5,5, 5,3
 9169,1,5,1,"24",2,1,2,2,1,1,1,1,1,1,5,5, 3,4
 9170,2,7,1,"24",2,2,1,2,1,1,1,1,1,1,5,5, 6,5
 9171,1,1,1,"48",4,1,2,2,1,1,1,2,1,1,5,4, 5,3
 9172,2,7,3,"11",1,1,1,2,1,1,1,1,1,1,5,5, 5,7
 9173,1,3,1,"35",3,2,1,2,1,1,7,1,1,1,5,3, 4,1
 9174,1,6,1,"13",1,2,4,2,1,3,2,1,2,2,5,5, 6,5
 9175,2,6,1,"35",3,2,1,2,1,7,1,7,7,1,5,5, 6,3
 9176,2,6,2,"59",5,2,2,2,2,1,8,2,8,8,5,5, 6,4
 9177,2,3,1,"35",3,1,1,2,1,1,1,1,1,1,5,4, 5,2
 9178,2,1,2,"46",4,2,1,2,1,1,1,2,1,2,5,4, 4,3
 9179,2,4,1,"24",2,2,2,1,1,1,1,1,1,1,5,4, 5,3
 9180,2,5,1,"48",4,2,2,2,1,1,1,1,2,2,5,3, 6,1
 9181,1,7,1,"48",4,2,3,2,1,7,1,1,1,1,5,5, 6,3
 9182,1,6,1,"46",4,1,2,2,1,1,1,1,1,1,5,4, 6,7
 9183,2,3,1,"35",3,2,3,2,2,7,2,2,2,7,5,4, 4,2
 9184,2,4,1,"13",1,1,2,2,2,3,2,2,2,3,5,4, 4,3
 9185,2,7,1,"59",5,2,2,2,1,1,1,1,2,1,5,4, 6,3
 9186,1,5,1,"12",1,2,1,2,1,7,1,1,1,1,5,4, 5,4
 9187,1,2,1,"47",4,2,2,2,2,2,2,1,1,2,5,5, 3,3
 9188,1,3,1,"59",5,1,2,2,1,1,1,1,1,1,5,5, 5,7
 9189,2,6,2,"46",4,2,2,2,2,2,1,1,1,1,5,4, 6,2
 9190,1,4,1,"59",5,2,3,1,1,1,1,1,1,1,5,3, 4,4
 9191,2,1,1,"35",3,1,2,2,1,1,1,1,2,1,4,3, 4,2
 9192,2,5,1,"35",3,1,2,2,2,7,2,2,2,2,4,3, 6,3
 9193,2,4,1,"24",2,2,3,1,3,1,1,7,3,1,5,4, 5,1
 9194,1,7,1,"12",1,1,1,2,7,7,1,1,1,1,5,5, 6,7
 9195,2,5,1,"24",2,2,4,1,2,2,2,3,2,2,5,3, 2,2
 9196,1,1,1,"35",3,2,1,2,1,1,1,2,1,1,5,4, 4,1
 9197,2,1,1,"35",3,2,7,2,2,1,7,2,7,1,5,5, 4,3
 9198,2,3,1,"59",5,2,3,2,1,1,2,1,1,1,5,4, 5,2
 9199,1,6,1,"35",3,1,2,2,1,1,1,1,1,1,5,4, 4,1
 9200,2,2,1,"48",4,1,2,2,1,1,2,1,1,2,5,3, 5,2
 9201,1,1,1,"47",4,1,2,2,1,1,1,1,1,1,5,2, 4,1
 9202,2,2,1,"47",4,2,2,1,2,1,1,2,2,1,5,4, 4,2
 9203,1,1,1,"12",1,1,2,2,1,1,1,1,1,1,5,4, 4,2
 9204,1,4,1,"35",3,2,2,2,1,1,1,7,1,1,5,5, 5,4
 9205,2,2,2,"12",1,1,2,2,1,1,1,2,1,2,5,2, 4,2
 9206,1,7,1,"48",4,1,3,2,2,7,1,1,1,7,5,3, 6,4
 9207,2,4,2,"10",1,1,2,1,1,1,1,1,1,1,5,4, 4,3
 9208,2,4,1,"35",3,1,7,1,1,1,1,1,1,1,5,5, 4,4
 9209,1,1,1,"10",1,2,2,2,1,1,1,1,1,1,5,3, 3,1
 9210,2,3,2,"46",4,1,2,2,1,7,1,2,1,1,5,3, 4,3
 9211,2,3,2,"47",4,1,2,1,2,2,2,2,2,2,5,5, 5,3
 9212,2,1,1,"48",4,2,2,2,3,1,1,1,1,3,5,4, 5,2
 9213,1,6,2,"10",1,2,1,2,1,1,1,1,1,1,5,5, 6,5
 9214,2,2,1,"35",3,2,2,2,1,1,1,2,1,2,5,4, 4,2
 9215,1,5,1,"12",1,2,3,1,1,1,1,1,2,2,5,3, 4,4
 9216,2,4,1,"59",5,1,2,2,2,2,2,3,2,2,5,2, 3,1
 9217,2,6,1,"24",2,1,2,2,1,1,1,7,2,1,5,5, 6,1
 9218,2,4,1,"10",1,2,2,1,2,2,1,2,1,1,5,3, 6,2
 9219,1,5,1,"59",5,2,1,1,1,1,1,1,1,1,5,5, 5,3
 9220,2,1,1,"12",1,2,2,2,2,1,2,3,2,1,5,2, 3,1
 9221,2,5,1,"24",2,2,2,1,1,2,1,1,1,1,5,5, 5,5
 9222,3,1,1,"35",3,1,2,1,3,3,3,1,1,3,5,3, 4,1
 9223,2,5,1,"35",3,2,3,2,2,2,2,2,2,2,5,5, 5,3
 9224,1,5,1,"24",2,1,1,1,1,1,1,2,1,1,5,4, 6,1
 9225,1,2,1,"12",1,2,2,2,1,1,1,1,2,2,5,3, 5,2
 9226,1,7,1,"35",3,2,1,2,1,7,7,1,1,1,4,5, 6,4
 9227,1,1,1,"48",4,1,2,2,1,1,1,1,1,1,5,3, 3,3
 9228,2,4,1,"12",1,1,2,2,2,2,2,2,2,2,5,3, 3,1
 9229,2,5,1,"35",3,1,2,1,2,2,1,3,2,2,5,4, 4,2
 9230,3,1,1,"35",3,1,2,2,2,7,2,3,3,3,4,3, 4,2
 9231,2,4,1,"46",4,1,2,1,2,1,7,2,2,1,5,2, 6,2
 9232,1,6,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,1
 9233,1,6,1,"35",3,1,4,2,1,1,7,1,1,1,5,3, 4,1
 9234,1,3,2,"46",4,2,3,2,1,1,1,1,1,1,4,4, 4,2
 9235,2,1,1,"48",4,2,2,2,1,1,1,1,1,1,5,4, 4,1
 9236,2,7,1,"59",5,2,8,2,1,1,1,8,1,7,5,5, 6,5
 9237,2,2,2,"10",1,1,2,2,2,2,1,3,2,2,5,4, 2,1
 9238,2,2,1,"47",4,2,2,2,2,1,1,1,2,1,4,4, 4,2
 9239,2,4,1,"12",1,1,2,2,1,1,1,1,1,1,5,3, 3,1
 9240,1,4,2,"59",5,2,3,1,1,1,1,2,1,1,5,5, 5,7
 9241,2,1,1,"59",5,2,2,2,7,7,1,2,1,2,5,5, 3,3
 9242,2,4,1,"35",3,2,2,2,1,1,1,1,1,1,4,3, 3,3
 9243,1,3,2,"47",4,2,2,1,1,1,1,1,1,1,5,5, 5,2
 9244,2,6,1,"24",2,2,2,2,1,1,2,1,1,2,2,3, 6,3
 9245,2,5,2,"13",1,1,3,2,2,2,2,2,2,2,5,5, 5,4
 9246,4,2,1,"48",4,1,3,1,2,3,3,2,2,3,5,4, 5,3
 9247,2,1,1,"35",3,1,2,2,1,7,7,2,2,1,5,2, 4,2
 9248,1,5,1,"24",2,2,1,2,2,1,1,2,1,1,5,2, 4,1
 9249,1,1,1,"48",4,1,1,2,1,2,1,2,1,2,5,4, 5,2
 9250,1,6,1,"59",5,1,2,1,1,1,1,1,1,1,5,5, 6,4
 9251,1,3,2,"12",1,2,1,1,1,1,1,1,1,1,5,5, 6,3
 9252,2,7,1,"46",4,1,2,2,1,2,1,1,1,1,5,5, 6,1
 9253,1,3,1,"47",4,2,1,2,1,1,1,1,1,1,5,4, 4,3
 9254,2,4,1,"59",5,1,3,1,2,2,1,3,3,3,5,4, 5,3
 9255,2,1,1,"24",2,1,3,2,1,2,3,2,2,3,5,3, 4,1
 9256,2,1,1,"59",5,2,2,2,2,2,2,2,2,2,5,3, 3,1
 9257,2,1,1,"35",3,1,4,2,7,1,2,1,1,2,5,3, 5,1
 9258,1,1,1,"13",1,1,2,2,1,2,1,1,1,1,5,3, 5,3
 9259,1,1,1,"35",3,2,1,2,1,1,1,1,1,1,5,5, 5,1
 9260,2,4,1,"24",2,1,1,2,1,1,7,7,7,7,5,4, 5,2
 9261,2,2,1,"59",5,2,2,1,2,1,2,1,3,3,5,1, 3,1
 9262,2,7,2,"13",1,2,2,2,1,1,1,2,1,1,5,5, 6,4
 9263,1,5,1,"59",5,2,1,2,1,1,1,1,1,1,4,2, 4,1
 9264,1,3,1,"46",4,1,2,2,1,2,1,1,1,1,5,4, 4,3
 9265,2,5,1,"47",4,2,2,2,2,2,2,1,1,2,5,4, 5,1
 9266,1,5,1,"12",1,2,1,2,1,1,1,1,1,1,5,4, 5,3
 9267,2,6,3,"11",1,1,2,2,1,1,1,1,1,1,5,5, 6,4
 9268,2,4,1,"35",3,1,2,2,2,1,1,1,1,1,5,3, 3,2
 9269,1,6,2,"24",2,1,1,2,1,1,7,7,1,1,5,5, 6,1
 9270,3,5,1,"12",1,2,7,2,3,1,1,2,2,3,5,4, 5,3
 9271,1,3,1,"59",5,1,2,1,1,2,1,1,2,1,5,3, 4,3
 9272,2,3,1,"24",2,1,1,2,1,1,7,1,1,1,5,3, 2,1
 9273,1,5,1,"35",3,2,2,1,1,1,1,1,1,1,5,4, 5,3
 9274,1,7,1,"24",2,1,3,2,1,1,1,1,1,1,5,5, 4,7
 9275,1,6,2,"10",1,2,1,2,1,1,1,1,1,1,5,5, 5,5
 9276,1,4,2,"24",2,1,2,2,1,1,1,1,1,1,5,3, 3,1
 9277,2,5,1,"10",1,2,2,1,1,1,1,1,1,1,5,5, 5,2
 9278,1,5,1,"12",1,1,2,2,2,8,1,1,1,1,5,5, 6,4
 9279,2,5,1,"24",2,1,3,2,7,1,1,1,2,1,4,4,98,3
 9280,2,4,1,"12",1,1,2,1,2,2,2,2,2,2,3,4, 6,2
 9281,1,3,2,"47",4,2,1,1,1,1,1,1,1,1,5,5, 4,1
 9282,2,6,1,"35",3,2,1,2,1,1,1,7,7,1,5,7, 6,7
 9283,2,4,1,"35",3,1,3,1,7,7,7,7,7,7,5,5, 5,3
 9284,2,6,1,"24",2,1,1,2,1,1,1,1,1,1,5,4, 6,1
 9285,1,5,1,"59",5,1,1,2,1,1,1,2,1,1,5,5, 4,2
 9286,1,6,1,"13",1,2,2,2,1,1,1,1,1,1,5,5, 5,3
 9287,4,7,1,"35",3,1,7,2,3,7,1,1,7,1,8,7, 6,7
 9288,2,5,1,"35",3,1,2,1,1,7,7,1,1,7,5,3, 3,1
 9289,1,2,1,"12",1,2,1,1,2,1,1,1,1,1,5,3, 4,3
 9290,1,3,1,"35",3,1,7,2,1,7,7,1,1,1,5,4, 5,7
 9291,1,5,1,"59",5,2,2,2,1,1,1,1,1,1,5,4, 6,3
 9292,3,2,2,"48",4,2,2,1,7,3,3,3,7,3,5,2, 3,1
 9293,2,2,3,"11",1,1,2,2,2,2,2,1,1,1,5,3, 4,2
 9294,1,6,1,"24",2,2,2,2,1,1,1,1,1,1,5,2, 6,1
 9295,1,3,1,"35",3,1,1,1,1,1,1,1,1,1,5,4, 4,2
 9296,2,5,1,"35",3,1,2,2,1,7,2,1,1,1,5,5, 5,3
 9297,1,2,1,"12",1,2,2,2,1,1,1,1,1,1,5,3, 5,1
 9298,3,5,1,"47",4,1,2,2,3,3,1,1,3,1,5,7, 3,1
 9299,2,3,1,"12",1,2,2,1,2,2,1,1,2,1,5,2, 3,1
 9300,2,2,1,"35",3,1,2,2,2,2,7,7,2,7,5,5, 4,1
 9301,1,6,1,"24",2,1,1,2,1,1,1,7,1,7,5,5, 6,4
 9302,2,6,1,"24",2,1,3,2,2,1,1,7,1,1,5,5, 5,1
 9303,2,2,1,"46",4,2,2,2,2,2,2,2,2,2,5,4, 4,3
 9304,1,5,1,"47",4,1,2,1,1,1,1,1,1,1,5,4, 5,3
 9305,3,7,1,"47",4,1,3,2,2,2,2,1,3,2,4,3, 6,3
 9306,2,4,1,"59",5,2,3,1,2,3,1,2,2,1,5,5, 5,3
 9307,1,4,1,"24",2,1,1,2,1,1,1,1,1,1,5,4, 4,1
 9308,1,5,2,"59",5,2,3,1,1,7,1,7,7,7,5,3, 6,1
 9309,2,5,1,"35",3,1,7,1,1,1,2,2,1,2,4,3, 6,2
 9310,1,2,1,"24",2,2,3,2,1,1,1,1,1,1,5,4, 5,3
 9311,1,5,2,"12",1,1,3,2,1,7,1,1,1,7,4,5, 4,7
 9312,1,1,1,"35",3,1,2,1,1,1,1,1,1,1,5,3, 3,1
 9313,3,1,1,"46",4,1,3,2,2,3,3,3,2,3,5,4, 5,1
 9314,4,4,1,"24",2,1,3,2,3,2,3,2,2,3,4,2, 3,2
 9315,2,1,1,"12",1,1,2,2,2,2,1,2,1,1,5,5, 4,4
 9316,1,2,1,"59",5,2,2,2,1,1,1,1,1,1,5,4, 5,3
 9317,2,2,1,"35",3,2,2,2,1,1,1,1,1,1,5,2, 5,2
 9318,1,6,1,"13",1,1,4,2,3,1,1,1,1,1,4,3, 6,3
 9319,1,6,1,"24",2,2,2,2,1,1,1,2,1,1,5,5, 6,3
 9320,1,4,1,"35",3,2,1,2,1,1,1,1,1,1,5,4, 5,2
 9321,2,4,2,"24",2,2,3,2,2,2,1,1,2,2,5,4, 4,1
 9322,2,1,1,"46",4,2,3,2,2,1,7,2,2,2,5,4, 4,3
 9323,1,7,1,"59",5,1,1,2,1,1,1,1,1,1,5,5, 6,3
 9324,1,6,1,"59",5,2,1,2,1,1,1,1,1,1,5,5, 6,3
 9325,2,5,1,"24",2,2,3,2,2,2,2,2,2,2,5,1, 6,1
 9326,2,7,1,"47",4,2,3,2,2,2,2,7,2,2,4,4, 6,2
 9327,2,3,1,"35",3,2,2,1,1,7,1,1,1,1,5,4, 4,2
 9328,1,3,1,"24",2,1,2,2,1,1,1,1,1,1,5,3, 3,1
 9329,2,2,1,"48",4,1,4,2,2,1,1,3,2,2,3,3, 3,2
 9330,2,1,2,"59",5,2,2,1,1,7,1,1,1,1,5,5, 5,5
 9331,1,2,1,"59",5,2,1,2,1,1,1,2,1,1,5,3, 3,1
 9332,2,4,1,"35",3,1,2,2,7,7,7,7,7,7,5,3, 4,3
 9333,2,7,1,"24",2,1,2,2,1,1,1,1,1,1,5,3, 6,3
 9334,1,6,1,"24",2,2,3,1,2,2,2,2,2,2,5,5, 6,5
 9335,2,3,1,"59",5,2,2,2,1,1,1,1,1,2,5,4, 4,3
 9336,2,5,1,"47",4,1,3,1,2,3,2,1,2,2,5,5, 5,3
 9337,2,6,3,"11",1,1,2,2,2,2,1,1,2,2,5,4, 4,3
 9338,2,1,1,"35",3,2,2,1,1,2,2,2,2,2,4,2, 2,1
 9339,1,4,1,"24",2,2,7,2,7,1,1,7,1,1,5,5,97,7
 9340,2,1,1,"12",1,2,1,2,1,1,2,2,1,2,5,4, 2,1
 9341,2,2,1,"59",5,2,3,2,2,2,3,2,2,2,5,3, 4,2
 9342,2,3,1,"24",2,2,7,2,1,2,2,1,1,2,5,5, 3,3
 9343,1,5,1,"24",2,2,2,2,1,7,1,1,1,1,5,5, 6,5
 9344,2,3,2,"12",1,1,2,2,2,1,1,2,1,1,5,5, 3,1
 9345,1,6,1,"35",3,2,3,2,1,7,2,1,1,1,5,5, 6,1
 9346,1,4,1,"10",1,1,2,2,1,1,1,1,1,1,5,4, 5,3
 9347,1,6,1,"24",2,2,2,2,1,1,1,1,1,1,3,4, 6,1
 9348,1,5,2,"47",4,2,3,2,1,7,2,1,1,7,4,4, 6,3
 9349,3,2,1,"46",4,2,4,2,3,3,1,2,3,3,2,1, 2,3
 9350,2,4,1,"48",4,1,3,1,1,2,1,1,1,1,5,5, 5,3
 9351,2,4,1,"48",4,1,2,2,1,1,1,1,1,1,5,5, 3,3
 9352,2,5,1,"13",1,2,2,2,1,1,1,1,1,1,5,5, 6,2
 9353,1,4,2,"46",4,1,3,2,1,1,1,1,1,1,5,4, 4,3
 9354,2,3,1,"48",4,1,2,2,1,2,2,2,2,1,5,4, 4,3
 9355,2,1,1,"35",3,2,1,2,2,2,1,1,1,1,5,3, 4,1
 9356,1,4,1,"13",1,2,7,2,7,1,1,2,1,1,5,4, 4,3
 9357,1,5,1,"12",1,1,2,1,2,1,1,1,1,1,5,4, 4,2
 9358,2,3,1,"47",4,2,4,1,2,3,2,2,2,2,5,2, 2,1
 9359,1,5,1,"35",3,1,2,1,1,1,1,7,1,1,4,7, 3,3
 9360,1,7,1,"59",5,1,2,2,1,1,1,1,1,1,5,5, 6,3
 9361,2,3,2,"24",2,1,2,2,1,1,2,1,1,1,5,3, 4,4
 9362,2,3,1,"24",2,2,2,2,1,1,1,1,1,1,5,4, 4,1
 9363,1,4,1,"59",5,2,2,2,1,1,1,1,1,1,5,3, 4,3
 9364,2,1,1,"35",3,1,2,2,7,7,2,7,1,1,5,4, 3,2
 9365,1,3,1,"35",3,1,2,1,1,7,1,1,1,7,5,3, 3,1
 9366,1,2,2,"10",1,2,2,2,1,1,1,1,1,1,5,4, 4,3
 9367,2,4,1,"24",2,1,2,2,2,1,2,1,2,1,4,3, 3,2
 9368,4,4,1,"48",4,2,2,1,3,3,3,7,3,3,5,2, 2,1
 9369,1,5,1,"10",1,2,2,2,1,2,1,1,2,1,5,4, 5,4
 9370,2,1,2,"13",1,1,1,2,3,2,1,2,3,2,5,3, 3,1
 9371,2,6,1,"46",4,1,3,2,1,7,7,1,1,7,5,4, 4,3
 9372,2,1,1,"35",3,1,2,2,1,1,2,1,1,2,5,3, 4,1
 9373,7,3,1,"46",4,2,7,2,1,1,1,1,1,7,5,3, 4,1
 9374,1,7,1,"24",2,2,2,2,1,1,1,1,1,1,5,5, 6,3
 9375,2,2,3,"11",1,2,2,2,2,2,2,2,2,2,5,3, 6,1
 9376,3,6,1,"35",3,1,3,2,2,1,3,7,2,3,5,3, 6,1
 9377,2,5,1,"13",1,1,2,2,2,2,2,2,2,2,5,5, 5,3
 9378,1,1,1,"35",3,2,2,2,7,7,1,2,1,1,4,4, 3,3
 9379,1,5,2,"24",2,1,1,1,1,1,1,1,1,1,5,4, 5,2
 9380,2,5,1,"59",5,2,2,2,2,2,2,2,2,2,5,3, 4,2
 9381,1,1,1,"24",2,1,2,2,1,1,1,1,1,1,5,3, 4,2
 9382,1,6,2,"59",5,1,2,1,1,1,1,1,1,1,5,4, 6,2
 9383,2,1,1,"48",4,2,2,2,1,2,1,1,1,1,5,4, 4,2
 9384,1,7,1,"59",5,2,8,8,2,8,1,1,1,1,5,5, 6,3
 9385,2,3,1,"35",3,1,2,2,1,2,1,1,1,1,5,4, 4,3
 9386,1,4,2,"13",1,1,2,2,1,1,1,1,1,1,5,4, 1,1
 9387,2,5,1,"59",5,2,2,2,2,2,2,2,2,2,5,5, 6,3
 9388,1,5,2,"10",1,2,2,1,1,7,1,1,1,1,5,4, 5,4
 9389,2,5,1,"12",1,2,2,2,1,7,1,1,1,1,5,4, 6,2
 9390,1,5,3,"11",1,1,2,2,1,1,1,1,1,2,5,5, 5,3
 9391,2,1,1,"35",3,2,2,1,2,2,2,3,2,2,5,3, 3,1
 9392,1,7,1,"35",3,2,1,2,1,1,1,1,1,7,5,7, 6,1
 9393,2,4,1,"13",1,2,2,2,1,1,2,2,1,1,5,3, 4,1
 9394,2,4,2,"35",3,2,2,2,1,1,1,7,2,2,5,5, 5,3
 9395,2,6,2,"46",4,1,2,2,1,1,1,1,1,1,4,3, 3,2
 9396,1,4,1,"35",3,2,1,2,1,1,1,1,1,1,5,4, 5,3
 9397,2,7,1,"13",1,2,7,2,1,2,7,2,2,2,8,4, 6,4
 9398,4,5,2,"46",4,1,2,1,3,3,3,3,3,3,5,5, 6,3
 9399,1,6,1,"24",2,1,2,2,1,1,1,1,1,1,5,5, 6,5
 9400,2,7,1,"47",4,2,4,2,3,7,2,7,7,2,5,5, 6,1
 9401,2,2,1,"59",5,1,3,2,1,1,1,1,1,1,5,2, 3,1
 9402,2,2,1,"35",3,2,7,2,2,1,2,2,1,2,5,3, 5,1
 9403,2,2,1,"35",3,1,2,1,2,1,1,2,2,2,5,3, 4,3
 9404,2,4,1,"12",1,1,2,1,1,1,1,2,1,1,5,3, 5,1
 9405,1,4,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 3,2
 9406,1,7,2,"12",1,2,1,2,1,1,1,1,1,1,5,5, 6,3
 9407,2,5,1,"24",2,1,2,2,2,7,1,1,1,2,4,4, 4,4
 9408,1,6,1,"59",5,2,2,2,1,1,1,1,1,1,4,3, 6,1
 9409,2,4,1,"24",2,2,3,2,1,3,7,1,1,7,5,5, 5,1
 9410,2,4,1,"24",2,1,2,2,2,2,1,2,2,2,5,4, 3,2
 9411,2,1,1,"24",2,1,2,2,2,2,2,2,2,3,4,3, 3,2
 9412,2,1,1,"35",3,2,2,2,2,1,2,2,2,2,5,2, 4,1
 9413,2,4,1,"59",5,2,3,1,1,1,1,2,1,1,5,4, 5,4
 9414,2,4,1,"47",4,2,3,2,2,1,1,1,2,2,5,4, 4,3
 9415,1,5,1,"10",1,1,3,1,1,1,1,1,1,1,5,3, 5,3
 9416,2,2,1,"59",5,2,2,1,2,7,1,1,2,1,5,3, 5,2
 9417,2,3,2,"10",1,2,2,1,1,1,1,2,1,1,5,3, 4,3
 9418,2,2,1,"10",1,1,2,2,2,2,2,2,2,2,5,4, 3,3
 9419,3,1,3,"11",1,1,3,2,2,2,2,2,2,2,5,4, 4,2
 9420,2,4,1,"46",4,1,2,2,1,2,1,2,1,1,5,4, 4,2
 9421,1,6,1,"47",4,1,2,2,1,7,1,1,1,7,5,5, 6,3
 9422,2,5,1,"35",3,1,2,1,1,1,1,1,1,7,5,4, 4,2
 9423,1,5,1,"24",2,1,4,2,1,1,1,1,1,1,4,2, 4,1
 9424,2,4,1,"48",4,2,3,2,2,1,7,1,2,7,5,3, 3,2
 9425,2,4,1,"24",2,1,3,2,1,1,1,1,1,1,4,4, 4,3
 9426,4,3,2,"47",4,1,4,1,3,3,3,2,3,3,2,2, 1,1
 9427,1,4,1,"13",1,1,2,2,1,1,7,2,1,1,5,3, 3,3
 9428,1,5,1,"35",3,2,2,2,1,1,1,1,1,1,5,5, 6,3
 9429,1,3,1,"48",4,2,2,2,1,1,1,1,1,1,5,5, 5,1
 9430,2,4,1,"24",2,1,2,2,1,1,1,3,3,2,5,3, 1,1
 9431,1,5,3,"11",1,1,2,1,1,1,1,1,1,1,5,5, 5,7
 9432,2,3,1,"35",3,1,2,1,1,1,1,2,1,1,5,4, 4,3
 9433,2,3,1,"35",3,2,2,2,2,7,2,3,2,7,5,4, 6,2
 9434,1,3,1,"35",3,1,2,1,2,7,1,1,1,1,5,4, 6,3
 9435,1,7,1,"35",3,1,2,2,7,2,1,7,1,7,5,5, 6,3
 9436,2,2,1,"24",2,1,2,2,1,1,1,7,1,1,5,3, 3,2
 9437,1,7,1,"12",1,1,1,2,1,1,1,1,1,1,5,4, 6,2
 9438,2,7,1,"24",2,2,2,2,1,1,7,1,1,7,5,5, 6,2
 9439,1,7,1,"48",4,2,7,2,1,1,1,1,1,1,5,5, 6,3
 9440,1,5,1,"35",3,1,7,2,1,1,1,2,1,1,5,3, 5,1
 9441,1,7,1,"35",3,1,1,2,1,1,2,1,1,1,5,5, 6,3
 9442,2,4,1,"24",2,1,2,2,1,1,1,2,1,1,5,4, 4,3
 9443,2,6,2,"46",4,1,2,2,2,2,1,1,2,2,5,5, 5,2
 9444,1,1,1,"24",2,1,2,2,1,1,1,2,1,1,5,4, 4,3
 9445,2,3,1,"35",3,1,3,2,2,2,2,2,2,2,5,1, 4,1
 9446,1,6,1,"35",3,1,2,1,1,7,1,7,1,1,5,4, 2,1
 9447,1,1,1,"35",3,1,2,2,1,1,1,1,1,1,5,4, 4,1
 9448,1,2,1,"48",4,2,2,1,1,2,2,2,2,1,5,4, 6,2
 9449,2,6,1,"24",2,1,2,2,1,1,1,1,1,2,5,4, 6,3
 9450,1,2,1,"48",4,1,2,2,1,1,1,1,1,1,5,4, 3,1
 9451,1,2,1,"35",3,2,2,2,2,1,1,2,7,1,5,5, 3,1
 9452,2,2,1,"35",3,1,3,2,1,2,1,1,1,2,5,4, 4,2
 9453,1,1,1,"35",3,1,1,2,2,2,2,2,2,2,5,4, 4,3
 9454,2,2,1,"48",4,1,2,1,1,7,2,7,7,2,3,3, 2,2
 9455,1,6,2,"46",4,2,3,2,1,7,1,2,1,1,4,4, 6,1
 9456,2,3,1,"13",1,1,3,1,2,2,1,1,2,1,5,4, 6,1
 9457,2,2,1,"48",4,2,2,2,2,2,1,2,1,2,5,3, 5,2
 9458,1,3,1,"12",1,2,2,2,1,7,1,2,1,1,5,5, 5,3
 9459,1,6,1,"24",2,2,1,2,1,1,7,1,1,1,5,4, 6,4
 9460,1,2,2,"47",4,2,1,2,1,1,1,1,1,1,5,5, 5,4
 9461,2,6,1,"35",3,2,2,1,2,2,2,7,2,1,5,4, 6,7
 9462,1,5,1,"47",4,2,2,2,1,1,1,2,1,1,5,4, 5,1
 9463,1,5,1,"35",3,2,1,2,1,2,1,1,1,8,5,5, 6,1
 9464,3,5,1,"13",1,1,3,2,2,3,2,3,2,2,5,5, 3,2
 9465,1,7,1,"12",1,1,2,2,1,1,1,1,1,1,5,5, 6,1
 9466,1,1,1,"10",1,1,1,2,1,1,1,1,1,1,5,3, 4,3
 9467,1,4,2,"35",3,2,2,1,2,2,1,1,1,1,5,5, 5,1
 9468,2,1,1,"24",2,2,2,2,2,1,1,2,2,2,5,4, 5,2
 9469,2,2,1,"59",5,1,2,2,2,1,1,2,1,1,5,4, 5,4
