CASEID,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65
27665,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27666,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27667,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27668,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27669,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27670,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27671,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27672,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2
27673,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2
27674,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27675,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27676,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1
27677,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2
27678,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27679,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27680,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27681,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27682,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27683,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27684,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6
27685,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27686,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27687,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27688,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27689,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27690,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27691,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27692,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27693,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27694,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2
27695,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27696,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27697,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27698,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27699,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27700,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27701,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,3,1
27702,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27703,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27704,2,2,2,7,2,2,2,2,2,2,2,7,6,6,6,6,6,6,6
27705,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27706,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27707,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27708,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27709,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27710,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1
27711,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
27712,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27713,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27714,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27715,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2
27716,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27717,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27718,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27719,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27720,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27721,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27722,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27723,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27724,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27725,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27726,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27727,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27728,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27729,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27730,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27731,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27732,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
27733,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27734,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27735,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27736,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27737,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27738,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1
27739,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27740,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27741,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27742,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27743,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27744,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27745,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27746,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27747,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27748,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27749,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27750,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27751,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27752,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2
27753,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27754,2,2,2,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
27755,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1
27756,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27757,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27758,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27759,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1
27760,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27761,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2
27762,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27763,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27764,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27765,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27766,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27767,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27768,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27769,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27770,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27771,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27772,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27773,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,2
27774,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27775,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27776,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27777,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27778,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27779,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27780,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27781,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27782,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
27783,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27784,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27785,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27786,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27787,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27788,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27789,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27790,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27791,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27792,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27793,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27794,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27795,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27796,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27797,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27798,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27799,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27800,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27801,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27802,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27803,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27804,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27805,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2
27806,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27807,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27808,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
27809,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27810,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27811,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27812,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27813,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27814,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27815,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2
27816,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27817,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27818,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27819,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27820,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27821,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27822,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27823,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27824,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27825,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27826,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1
27827,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27828,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27829,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27830,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
27831,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2
27832,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27833,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27834,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27835,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27836,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27837,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27838,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27839,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27840,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27841,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
27842,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27843,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
27844,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27845,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27846,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27847,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27848,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27849,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27850,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27851,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27852,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27853,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27854,1,1,2,2,2,2,2,2,2,1,2,2,7,2,2,2,2,2,7
27855,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27856,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27857,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27858,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27859,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27860,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27861,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27862,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27863,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27864,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
27865,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27866,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27867,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27868,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27869,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1
27870,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27871,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27872,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27873,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27874,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27875,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27876,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2
27877,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27878,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1
27879,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27880,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27881,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27882,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27883,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27884,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27885,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2
27886,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2
27887,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27888,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27889,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27890,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6
27891,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2
27892,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27893,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27894,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27895,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27896,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27897,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27898,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2
27899,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27900,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27901,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2
27902,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27903,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
27904,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27905,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27906,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27907,2,7,7,2,2,2,2,2,2,2,2,7,6,6,6,6,6,6,6
27908,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27909,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27910,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27911,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27912,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27913,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2
27914,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27915,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27916,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27917,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27918,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2
27919,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27920,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
27921,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27922,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27923,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27924,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27925,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2
27926,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2
27927,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27928,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27929,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27930,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27931,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27932,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27933,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27934,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27935,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27936,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27937,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27938,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27939,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2
27940,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1
27941,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27942,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27943,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27944,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27945,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27946,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27947,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27948,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27949,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27950,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27951,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27952,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27953,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27954,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27955,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27956,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27957,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27958,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27959,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27960,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27961,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27962,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27963,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27964,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27965,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27966,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27967,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27968,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27969,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27970,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27971,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27972,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27973,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27974,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27975,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27976,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27977,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27978,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27979,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1
27980,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27981,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27982,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27983,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27984,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27985,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27986,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27987,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27988,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27989,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27990,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27991,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27992,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27993,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27994,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27995,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27996,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27997,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1
27998,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
27999,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
28000,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1
28001,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
28002,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
28003,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6
